SYMBOL,logFC,adj.P.Val,,,,,,,,Gene,,CTNNB1 （22 %）TP53 （29 %）LRP1B （28 %）PREX2 （22 %）ERBB4 （20 %）PTPRT （20 %）ZFHX3 （19 %）KMT2C （19 %）ALK （17 %）NTRK3 （17 %）锌f521 （18 %）CAMTA1 （18 %）FHIT （18 %）MAML2 （15 %）狐狸1 （15 %）GPHN （15 %）干旱2 （12 %）SND1 （15 %）LPP （15 %）GRIN2A （14 %）有突变的样本所有样品前20个基因规模（样本）基因
FNBP1L,-1.238755304,9.50E-06,,,,,,,,,,
RARS2,0.140765811,0.682242748,,,,,,,,,,
FKBP15,-0.997211558,5.51E-10,,,,,,,,,,
C10orf76,-1.071549808,7.87E-05,,,,,,,,,,
PDZK1;PDZK1P1,-1.132208527,2.83E-11,,,,,,,,,,
TMEM63B,-0.229480703,0.501076759,,,,,,,,,,
IBA57,-0.347443928,0.014134389,,,,,,,,,,
HECTD3,0.027278238,0.900541253,,,,,,,,,,
UBR4,-1.177015559,5.77E-20,,,,,,,,,,
STXBP5,0.099222065,0.784389916,,,,,,,,,,
KIAA1217,-0.95536472,7.54E-05,,,,,,,,,,
MRPL2,-1.23089513,9.70E-12,,,,,,,,,,
IDNK,1.0778137,2.10E-05,,,,,,,,,,
C9orf64,-0.468882603,0.001972778,,,,,,,,,,
ACBD5,0.025580925,0.900541253,,,,,,,,,,
RBM26,-1.02755102,7.27E-05,,,,,,,,,,
ATAD3B,-0.557122651,0.017532078,,,,,,,,,,
CPTP,-0.019044251,0.938997254,,,,,,,,,,
DCAF8,-0.647878359,0.000379795,,,,,,,,,,
RNASEH2B,-0.168054152,0.681382029,,,,,,,,,,
ATPAF1,-0.175702162,0.341591278,,,,,,,,,,
CYP4A22,-1.41493231,3.20E-09,,,,,,,,,,
SH3PXD2A,-0.130480905,0.670007882,,,,,,,,,,
DDI2,-0.158446151,0.320022421,,,,,,,,,,
THEMIS2,-1.204708022,3.38E-05,,,,,,,,,,
NDUFAF5,-0.097029703,0.723423092,,,,,,,,,,
NT5DC1,0.300636492,0.083827025,,,,,,,,,,
VPS13D,0.447100424,0.458321687,,,,,,,,,,
CROCC,-0.083329966,0.722559605,,,,,,,,,,
LYRM7,-0.917114569,6.15E-06,,,,,,,,,,
RASIP1,-0.633461305,0.054561343,,,,,,,,,,
VPS53,0.247908668,0.479042288,,,,,,,,,,
STRIP1,-0.412628814,0.197927206,,,,,,,,,,
OBSCN,-0.097181249,0.843782071,,,,,,,,,,
CDC42BPA,0.304263488,0.387572659,,,,,,,,,,
RPRD2,-1.605071732,7.38E-05,,,,,,,,,,
43160,0.789220044,0.000328927,,,,,,,,,,
TTC39B,-1.552939988,1.06E-05,,,,,,,,,,
RNF20,-1.919418064,4.78E-13,,,,,,,,,,
PDE4DIP,-1.304546373,1.93E-05,,,,,,,,,,
ARHGEF16,-0.646170944,0.075827666,,,,,,,,,,
CDKAL1,1.714406951,8.22E-07,,,,,,,,,,
BROX,-2.170519297,1.11E-26,,,,,,,,,,
FOCAD,0.212265104,0.649029697,,,,,,,,,,
GPR107,0.957142857,0.002733667,,,,,,,,,,
SNX30,0.36503334,0.308300772,,,,,,,,,,
FAM208B,0.647656092,0.093825119,,,,,,,,,,
LYPLAL1,-0.602768236,1.05E-06,,,,,,,,,,
ECM29,-1.274530208,4.11E-16,,,,,,,,,,
ZCCHC6,-0.736906446,0.008729923,,,,,,,,,,
KIAA1614,-0.109254395,0.68887132,,,,,,,,,,
DENND4C,-1.243837139,1.17E-06,,,,,,,,,,
NAA35,-0.203667408,0.564374437,,,,,,,,,,
FAM160B1,-0.684087694,0.118682771,,,,,,,,,,
SPRYD7,-0.930187917,6.36E-05,,,,,,,,,,
QIL1,-0.440240453,0.00483005,,,,,,,,,,
RNF123,0.115942615,0.734863303,,,,,,,,,,
ANO1,-1.128571429,0.000221377,,,,,,,,,,
CD276,-0.480854718,0.044587976,,,,,,,,,,
AFMID,2.306233583,5.82E-20,,,,,,,,,,
RNF213,-2.117407557,5.01E-27,,,,,,,,,,
TNS2,1.573196605,8.50E-14,,,,,,,,,,
KANK2,-0.141018388,0.527170274,,,,,,,,,,
FAM21A,-1.441361891,1.04E-23,,,,,,,,,,
STEAP3,2.295504142,1.68E-20,,,,,,,,,,
FAM91A1,-2.227934936,7.67E-27,,,,,,,,,,
TBC1D9B,-0.877530814,5.11E-09,,,,,,,,,,
MAP1S,-1.096383108,7.67E-13,,,,,,,,,,
PPP2R2D,-0.234027076,0.524247334,,,,,,,,,,
ARL6IP4,-0.15824409,0.592144281,,,,,,,,,,
ATG16L1,-0.424439281,0.183814461,,,,,,,,,,
STEAP4,1.864164478,9.84E-15,,,,,,,,,,
ACSM2B,1.919013942,1.20E-11,,,,,,,,,,
GLT8D1,-0.589563548,0.064609368,,,,,,,,,,
TNS3,-0.821620529,5.16E-05,,,,,,,,,,
MBLAC2,-0.197585371,0.456624849,,,,,,,,,,
LMBRD2,0.706435644,0.038746268,,,,,,,,,,
ZFYVE26,2.355586987,1.98E-06,,,,,,,,,,
INTS3,-1.757637907,9.71E-09,,,,,,,,,,
ARHGAP17,-1.259709032,3.53E-12,,,,,,,,,,
CWF19L1,-1.78615882,3.71E-09,,,,,,,,,,
KIAA1429,0.336967064,0.485282258,,,,,,,,,,
SPECC1L,0.841584158,0.03063405,,,,,,,,,,
CYB5R2,-0.553930087,0.035249185,,,,,,,,,,
ZNF787,-1.331885229,4.65E-07,,,,,,,,,,
ATL3,-0.425095979,0.001629622,,,,,,,,,,
NXN,-1.058415842,0.000717637,,,,,,,,,,
TTC19,-0.146474035,0.672309524,,,,,,,,,,
IQSEC1,-0.624297838,0.022188589,,,,,,,,,,
VASN,-0.469781774,0.054500173,,,,,,,,,,
CIAPIN1,-0.910436452,7.80E-05,,,,,,,,,,
SMYD5,-0.809022025,1.10E-05,,,,,,,,,,
PTRHD1,-0.276227521,0.22909764,,,,,,,,,,
OTUD7B,-0.370054556,0.299239545,,,,,,,,,,
NADSYN1,-0.854596888,0.000272246,,,,,,,,,,
ELP2,-0.949343302,2.18E-08,,,,,,,,,,
LAMTOR1,-0.839765609,2.01E-08,,,,,,,,,,
DHRS7B,-0.156880178,0.474811665,,,,,,,,,,
GLYAT,3.661214387,1.55E-27,,,,,,,,,,
TWF2,-0.998817943,7.49E-12,,,,,,,,,,
GRAMD4,-0.04844413,0.90027972,,,,,,,,,,
TANGO2,-0.482804607,0.074837549,,,,,,,,,,
SMEK1,-1.443513841,3.87E-07,,,,,,,,,,
LYRM5,0.161729642,0.374661849,,,,,,,,,,
RAB12,0.77182259,0.0011272,,,,,,,,,,
PLEKHA7,-0.586552839,0.064162442,,,,,,,,,,
RCSD1,-0.480905233,0.074609141,,,,,,,,,,
ACAD10,-0.218478481,0.33980442,,,,,,,,,,
NIPBL,0.455051526,0.151395359,,,,,,,,,,
SLC25A25,-1.042675288,0.003298641,,,,,,,,,,
PDE12,-0.68115781,1.66E-08,,,,,,,,,,
OGFOD2,-0.851939786,0.006282999,,,,,,,,,,
NAA16,1.1513235,0.003951337,,,,,,,,,,
KIAA1161,-0.120883007,0.738942727,,,,,,,,,,
RHBDD2,-0.194099818,0.504184039,,,,,,,,,,
SLC25A24,-1.062911699,0.000328615,,,,,,,,,,
REEP3,-0.481551829,0.031492646,,,,,,,,,,
RETSAT,0.687593453,6.76E-05,,,,,,,,,,
ACSM5,1.647231764,1.58E-09,,,,,,,,,,
RINT1,-0.088209739,0.795476761,,,,,,,,,,
TMEM214,-0.950313195,0.000341457,,,,,,,,,,
HIBCH,0.824631239,1.42E-10,,,,,,,,,,
ARMC6,0.491281067,0.092170346,,,,,,,,,,
TAPT1,0.768862396,3.34E-05,,,,,,,,,,
KANK3,0.104829258,0.807077358,,,,,,,,,,
JMJD6,-0.914245302,0.003025828,,,,,,,,,,
PPP1R18,-1.004738331,2.75E-05,,,,,,,,,,
PTRF,-0.375853708,0.021403027,,,,,,,,,,
ZCCHC8,-1.916003233,7.00E-13,,,,,,,,,,
DHX57,1.486461911,3.45E-05,,,,,,,,,,
ERAP2,-0.708436048,0.000537435,,,,,,,,,,
LPCAT3,0.088886644,0.584506251,,,,,,,,,,
CDC73,-2.242897555,1.12E-13,,,,,,,,,,
MRPL14,-0.734340271,0.001222953,,,,,,,,,,
SLC27A4,-0.427076177,0.076690034,,,,,,,,,,
LLGL2,-1.024802991,1.13E-06,,,,,,,,,,
CC2D1A,-1.077308547,6.00E-06,,,,,,,,,,
TATDN1,-1.739806021,4.70E-17,,,,,,,,,,
LETMD1,-0.675833502,0.001015692,,,,,,,,,,
C8orf82,0.121297232,0.500235147,,,,,,,,,,
EDC4,-1.814447363,7.77E-16,,,,,,,,,,
PRPF8,-1.854819155,5.53E-27,,,,,,,,,,
SCYL2,-1.71215397,1.63E-16,,,,,,,,,,
TTC27,1.187936957,0.002260732,,,,,,,,,,
SFXN4,-0.3678824,0.118653484,,,,,,,,,,
PLBD1,-1.624580723,3.89E-08,,,,,,,,,,
CASC4,-0.892857143,0.000587478,,,,,,,,,,
FDX1L,-0.465871893,0.017908031,,,,,,,,,,
FAHD1,0.288603758,0.034698408,,,,,,,,,,
TNFAIP8L2,-0.478531016,0.02421083,,,,,,,,,,
ERICH5,-1.837290362,2.86E-10,,,,,,,,,,
PDXDC1,-1.113942211,4.80E-10,,,,,,,,,,
TLDC1,-0.959294807,9.75E-05,,,,,,,,,,
INTS5,1.007466155,0.006380795,,,,,,,,,,
VWA1,-0.511749848,0.057388344,,,,,,,,,,
SLC27A1,-0.664023035,0.040788311,,,,,,,,,,
PGM2L1,-1.318195595,4.14E-05,,,,,,,,,,
CTR9,-0.312214589,0.39427699,,,,,,,,,,
AAGAB,0.587209537,0.013722652,,,,,,,,,,
TTC37,-1.611648818,2.11E-16,,,,,,,,,,
IYD,1.006829663,9.83E-06,,,,,,,,,,
SHQ1,0.019508992,0.961963321,,,,,,,,,,
DARS2,-2.210416246,6.64E-34,,,,,,,,,,
NCEH1,-0.7235098,0.003298641,,,,,,,,,,
WDR59,-0.127945039,0.747772754,,,,,,,,,,
ZC3H14,-0.918215801,0.006314939,,,,,,,,,,
CNST,-0.05082845,0.882939959,,,,,,,,,,
TXNDC11,-0.193756314,0.399082607,,,,,,,,,,
LARP1,-2.321408365,2.07E-33,,,,,,,,,,
SLC30A9,-0.021913518,0.952827604,,,,,,,,,,
BLOC1S3,-0.684269549,0.009950684,,,,,,,,,,
BLOC1S2,-0.580733482,0.009380913,,,,,,,,,,
RICTOR,0.106496262,0.81085613,,,,,,,,,,
AGTRAP,-0.672277228,0.000834112,,,,,,,,,,
POTEE,-0.681844817,0.002458205,,,,,,,,,,
METAP1D,-0.068195595,0.843222198,,,,,,,,,,
MTHFD1L,-0.379268539,0.299239545,,,,,,,,,,
AFTPH,-0.389452415,0.240325611,,,,,,,,,,
FIP1L1,-0.708183471,0.008416846,,,,,,,,,,
CYP20A1,0.104273591,0.460291881,,,,,,,,,,
KDELC1,0.5086078,0.135727704,,,,,,,,,,
TMEM205,0.422893514,0.002660508,,,,,,,,,,
LRSAM1,-0.831117397,0.003143853,,,,,,,,,,
UGT2A3,0.114295817,0.627760724,,,,,,,,,,
DHRS11,-0.139290766,0.535267707,,,,,,,,,,
LCLAT1,-0.448949283,0.034538652,,,,,,,,,,
ENPP7,0.172752071,0.569633843,,,,,,,,,,
CES3,-1.017740958,0.000101025,,,,,,,,,,
OLFML1,-1.192281269,4.08E-05,,,,,,,,,,
METTL7B,1.149383714,1.88E-10,,,,,,,,,,
PLXDC2,-1.224954536,0.000929173,,,,,,,,,,
CLEC4G,0.614780764,0.000173381,,,,,,,,,,
CRELD2,-1.049232168,7.91E-07,,,,,,,,,,
WDR82,-1.712497474,7.63E-19,,,,,,,,,,
ABHD15,-0.445079814,0.116064232,,,,,,,,,,
APOOL,0.034107901,0.851532235,,,,,,,,,,
RANBP10,-0.04821176,0.880578936,,,,,,,,,,
PACS1,-0.690189937,0.007551973,,,,,,,,,,
MPRIP,-1.151646797,0.000235242,,,,,,,,,,
NAPRT,0.72410588,1.36E-07,,,,,,,,,,
HACD2,-0.246676096,0.275113078,,,,,,,,,,
B3GALTL,-0.127722772,0.671057811,,,,,,,,,,
GIGYF2,-1.314720145,1.60E-09,,,,,,,,,,
HSDL2,0.08963427,0.53708118,,,,,,,,,,
CCBL2,0.499747424,0.008417544,,,,,,,,,,
SLC39A5,-1.39510002,1.06E-07,,,,,,,,,,
PPP1R21,-0.954243281,8.96E-06,,,,,,,,,,
NFXL1,-1.156011315,1.03E-05,,,,,,,,,,
AGMO,-0.323600727,0.166922982,,,,,,,,,,
GDPGP1,0.693503738,0.015999467,,,,,,,,,,
FAM83H,1.509749444,0.000238216,,,,,,,,,,
NBEAL1,0.769327137,0.065934626,,,,,,,,,,
WDFY4,0.0516569,0.919045,,,,,,,,,,
,-0.672277228,0.007157587,,,,,,,,,,
ARHGEF18,0.436138614,0.208413752,,,,,,,,,,
UBR3,-0.286128511,0.496469225,,,,,,,,,,
PIK3AP1,-0.045251566,0.868151309,,,,,,,,,,
GOLT1A,-0.236512427,0.162458696,,,,,,,,,,
TOM1L2,0.110517276,0.734749952,,,,,,,,,,
CYP4V2,-0.426864013,0.156421497,,,,,,,,,,
TMTC3,-0.81443726,0.00011552,,,,,,,,,,
VPS13C,-1.307445949,7.63E-09,,,,,,,,,,
ACAD11,2.004455446,2.69E-17,,,,,,,,,,
RAPH1,-0.846241665,7.76E-05,,,,,,,,,,
MOB2,-0.107819762,0.650966177,,,,,,,,,,
UNC13D,-0.648201657,0.117508548,,,,,,,,,,
IKBIP,-1.49712063,2.68E-11,,,,,,,,,,
UBE2R2,-0.019498889,0.92873441,,,,,,,,,,
LARP4,-0.750040412,0.000356466,,,,,,,,,,
TMUB2,-0.228379471,0.29449864,,,,,,,,,,
TUBA1A,-0.570822388,0.004320691,,,,,,,,,,
RPS27L,-0.555799151,0.001037746,,,,,,,,,,
MTSS1L,-1.309709032,1.68E-05,,,,,,,,,,
CCDC80,-0.431905435,0.137788625,,,,,,,,,,
SUPT6H,-2.150394019,3.59E-18,,,,,,,,,,
SND1,-0.64761568,3.93E-12,,,,,,,,,,
MARK2,1.012931905,0.004577058,,,,,,,,,,
COX15,0.37579309,0.183906899,,,,,,,,,,
DDX46,-2.221448778,5.35E-32,,,,,,,,,,
RUFY3,-0.388240048,0.249190191,,,,,,,,,,
TRMT10C,-1.551626591,1.27E-22,,,,,,,,,,
BZW1,-1.271044655,1.03E-12,,,,,,,,,,
MON1B,0.461800364,0.222871679,,,,,,,,,,
DHX30,-2.168852293,4.26E-17,,,,,,,,,,
EIF3M,-0.995564761,2.12E-12,,,,,,,,,,
MEPCE,0.084956557,0.804942934,,,,,,,,,,
CDC37L1,0.203980602,0.442525138,,,,,,,,,,
PARS2,-0.56374015,0.005858621,,,,,,,,,,
RRAGA;RRAGB,-1.056668014,4.92E-06,,,,,,,,,,
CYFIP1,-0.973024854,2.69E-12,,,,,,,,,,
NDUFAF7,-1.016144676,1.17E-07,,,,,,,,,,
GET4,-1.457355021,2.23E-14,,,,,,,,,,
COPS6,-0.760456658,1.26E-08,,,,,,,,,,
LPCAT2,-1.055576884,0.000287271,,,,,,,,,,
ENOSF1,0.891139624,2.58E-05,,,,,,,,,,
EPM2AIP1,-0.661264902,0.015938976,,,,,,,,,,
TAOK1,2.206577086,1.93E-08,,,,,,,,,,
SH3BP5L,0.684269549,0.030591513,,,,,,,,,,
FASTKD5,0.105475854,0.769961926,,,,,,,,,,
EEPD1,0.189644373,0.58193937,,,,,,,,,,
KDM3B,1.216478076,0.001772976,,,,,,,,,,
RRM2B,-0.100050515,0.727333738,,,,,,,,,,
HS2ST1,0.316892301,0.313580681,,,,,,,,,,
MICAL3,0.681935745,0.133038088,,,,,,,,,,
PHF5A,-1.445049505,2.28E-09,,,,,,,,,,
ERMP1,-2.054475652,2.53E-12,,,,,,,,,,
TRMT1L,-0.633269347,0.057339284,,,,,,,,,,
ZC3HAV1,-1.073479491,8.05E-15,,,,,,,,,,
MRPL21,-1.474358456,6.96E-12,,,,,,,,,,
EFTUD1,-1.473792685,2.34E-12,,,,,,,,,,
SETX,0.392826834,0.296184214,,,,,,,,,,
TRAPPC11,-0.849838351,0.001366492,,,,,,,,,,
NUP54,-1.796100222,2.83E-20,,,,,,,,,,
ATG9A,0.900868862,0.015660356,,,,,,,,,,
C14orf159,0.594130127,0.003076957,,,,,,,,,,
C16orf62,0.392725803,0.074230462,,,,,,,,,,
ZFYVE16,-1.266609416,1.84E-06,,,,,,,,,,
MON2,-1.158405739,9.77E-10,,,,,,,,,,
DENND4A,-0.440109113,0.370049733,,,,,,,,,,
MYH14,-1.40692059,3.79E-10,,,,,,,,,,
NUFIP2,-0.838330976,0.004289722,,,,,,,,,,
MAVS,-0.474489796,0.004005155,,,,,,,,,,
CLASP1,-2.209224086,1.27E-23,,,,,,,,,,
DHX29,-1.943968478,8.81E-28,,,,,,,,,,
HDDC2,-1.228460295,1.25E-06,,,,,,,,,,
KDELC2,-0.717902607,0.006251036,,,,,,,,,,
LIMS2,0.773327945,4.05E-05,,,,,,,,,,
HEATR3,0.351808446,0.28787363,,,,,,,,,,
C6orf120,0.56946858,4.86E-06,,,,,,,,,,
KIF21A,-2.049222065,5.79E-10,,,,,,,,,,
HDGFRP2,-1.246756921,2.58E-09,,,,,,,,,,
DCXR,1.826116387,1.08E-18,,,,,,,,,,
BRAP,1.391139624,0.003286063,,,,,,,,,,
GOLGA7,-0.114770661,0.680006702,,,,,,,,,,
WAPAL,0.067569206,0.865336788,,,,,,,,,,
IRF2BP2,-2.343776521,4.10E-17,,,,,,,,,,
HSD17B13,3.630410184,2.24E-20,,,,,,,,,,
APBB1IP,-0.962820772,4.33E-05,,,,,,,,,,
ARPIN,-0.214699939,0.334858358,,,,,,,,,,
RABEPK,-0.96731663,0.000197089,,,,,,,,,,
HUWE1,-1.386896343,5.01E-24,,,,,,,,,,
YTHDF3,-1.890897151,7.60E-31,,,,,,,,,,
PXK,0.804748434,0.082160319,,,,,,,,,,
UBE2Q1,-0.737603556,0.018598046,,,,,,,,,,
MRPL55,0.229844413,0.286737756,,,,,,,,,,
TMED4,-0.414406951,0.016241293,,,,,,,,,,
MRPL10,0.122428773,0.578247479,,,,,,,,,,
CMC1,-1.078672459,1.79E-05,,,,,,,,,,
TMEM179B,-0.679632249,0.000117222,,,,,,,,,,
PHLDB2,-0.316579107,0.233274869,,,,,,,,,,
GLRX5,-0.287694484,0.065285163,,,,,,,,,,
TRAPPC6B,-0.630612245,0.002140364,,,,,,,,,,
TMEM55B,-0.861214387,3.94E-06,,,,,,,,,,
PATL1,-0.630258638,0.022639553,,,,,,,,,,
DPP9,-0.635673874,4.29E-06,,,,,,,,,,
SYVN1,-1.228975551,2.32E-12,,,,,,,,,,
PRUNE,-1.03963427,8.19E-07,,,,,,,,,,
SETD3,-0.986643766,1.07E-08,,,,,,,,,,
TTC7B,-0.365174783,0.338186005,,,,,,,,,,
ACOT1,0.578914932,0.000296939,,,,,,,,,,
ASPG,1.041018388,0.000208341,,,,,,,,,,
SERPINA11,-1.549979794,1.01E-08,,,,,,,,,,
ISCA2,-0.189331178,0.44183232,,,,,,,,,,
NOP9,0.42887452,0.198131998,,,,,,,,,,
PABPN1,-1.165690038,1.18E-13,,,,,,,,,,
METTL3,-1.934764599,8.84E-14,,,,,,,,,,
PRPF39,0.075570822,0.845277282,,,,,,,,,,
TMEM135,-0.777268135,0.000601946,,,,,,,,,,
MTDH,-0.731036573,8.08E-12,,,,,,,,,,
TSPAN33,0.025015155,0.93061936,,,,,,,,,,
AGPAT6,-0.484996969,0.138366527,,,,,,,,,,
KTN1,-0.860224288,1.05E-14,,,,,,,,,,
NLRX1,-0.025247525,0.929765267,,,,,,,,,,
FERMT3,-0.250878965,0.297435737,,,,,,,,,,
AACS,0.902121641,0.009188532,,,,,,,,,,
ALYREF,-2.187593453,3.55E-23,,,,,,,,,,
GPR180,-1.168731057,1.27E-05,,,,,,,,,,
CD163,1.282259042,9.39E-10,,,,,,,,,,
SLC25A42,0.902263083,0.000790546,,,,,,,,,,
ZC3H18,-0.058638109,0.853909785,,,,,,,,,,
VPS36,-0.786269954,1.16E-07,,,,,,,,,,
PACS2,0.643796727,0.119366372,,,,,,,,,,
CAND1,-0.71493231,1.13E-13,,,,,,,,,,
FAM134C,-0.62566175,0.000476442,,,,,,,,,,
HOOK3,-1.252869267,1.96E-08,,,,,,,,,,
COMTD1,0.081107294,0.696373857,,,,,,,,,,
RTTN,0.081895332,0.661110427,,,,,,,,,,
COMMD7,-0.258809861,0.239807091,,,,,,,,,,
THOC6,-1.156061831,9.10E-05,,,,,,,,,,
PPFIBP1,-0.670418266,0.005622555,,,,,,,,,,
BPHL,0.351151748,0.055417972,,,,,,,,,,
LONP2,-0.079804001,0.708018799,,,,,,,,,,
ZC3HC1,-1.284128107,1.12E-07,,,,,,,,,,
CHD1L,1.48162255,1.43E-06,,,,,,,,,,
NR2C2AP,-0.842917761,0.000497089,,,,,,,,,,
CCDC25,-0.173156193,0.478757632,,,,,,,,,,
LDHD,2.614952516,2.13E-22,,,,,,,,,,
TMEM173,-0.702525763,0.040197189,,,,,,,,,,
RALGAPB,-1.716811477,1.25E-13,,,,,,,,,,
RALGPS2,-0.353152152,0.270966317,,,,,,,,,,
LSR,-0.695787028,0.000331747,,,,,,,,,,
CARM1,-1.024014953,1.57E-11,,,,,,,,,,
NIT1,0.361507375,0.001747074,,,,,,,,,,
COMMD2,-0.87672257,0.001629622,,,,,,,,,,
HEATR5A,1.484441301,0.000586034,,,,,,,,,,
HOGA1,2.740008082,2.74E-25,,,,,,,,,,
ANKLE2,0.973348151,0.015649391,,,,,,,,,,
DDX42,-1.794807032,5.37E-27,,,,,,,,,,
NDUFA11,1.174085674,4.47E-10,,,,,,,,,,
DNAAF5,-0.004021014,0.99048925,,,,,,,,,,
STX12,-0.648484542,7.90E-08,,,,,,,,,,
ECHDC2,2.683754294,1.93E-29,,,,,,,,,,
ERO1LB,-1.096312386,0.00016399,,,,,,,,,,
PDSS2,-0.494423116,0.076716872,,,,,,,,,,
DOLPP1,0.394574662,0.077436695,,,,,,,,,,
GATAD2A,0.548888664,0.151428806,,,,,,,,,,
RAB43,-0.748393615,4.32E-05,,,,,,,,,,
C2CD5,-1.017235805,0.002101214,,,,,,,,,,
SLC13A5,-0.76946858,0.000917913,,,,,,,,,,
RASAL3,0.446908466,0.326843884,,,,,,,,,,
HRNR,0.110517276,0.713723827,,,,,,,,,,
TMPRSS6,3.35582946,4.15E-14,,,,,,,,,,
CAMK1D,-1.50404122,7.16E-11,,,,,,,,,,
RHPN2,0.44380683,0.186758922,,,,,,,,,,
ERC1,-0.250515256,0.123032039,,,,,,,,,,
CRLF3,-0.8764902,0.000231828,,,,,,,,,,
TRAPPC5,-0.049020004,0.84491967,,,,,,,,,,
ARMC8,-1.001828652,0.0002006,,,,,,,,,,
AEBP1,-1.803394625,1.14E-07,,,,,,,,,,
PHYKPL,2.072984441,5.46E-21,,,,,,,,,,
PLD3,-0.913416852,8.74E-08,,,,,,,,,,
ANKMY2,-0.165063649,0.577078277,,,,,,,,,,
NUDCD3,-1.88162255,5.19E-21,,,,,,,,,,
MMAA,0.971378056,1.65E-07,,,,,,,,,,
NAV2,0.817074156,0.020539327,,,,,,,,,,
CCDC50,-0.272216609,0.317533461,,,,,,,,,,
SLC22A9,0.241927662,0.353222895,,,,,,,,,,
MCAT,-0.550424328,0.001524859,,,,,,,,,,
GLYCTK,1.793523944,2.98E-13,,,,,,,,,,
CARKD,0.899939382,2.42E-08,,,,,,,,,,
MFN1,-1.223034957,1.27E-09,,,,,,,,,,
SLC44A2,-0.475479895,0.08859225,,,,,,,,,,
WDFY1,-0.481784199,0.003526786,,,,,,,,,,
TEX2,-0.46086078,0.209502732,,,,,,,,,,
FAM114A1,-0.28854314,0.011912635,,,,,,,,,,
GCC2,-0.611497272,0.112478678,,,,,,,,,,
HSCB,-0.388330976,0.091937825,,,,,,,,,,
ZC3H7A,1.197635886,0.002466598,,,,,,,,,,
PHF6,0.58139018,0.091381924,,,,,,,,,,
ZBTB8OS,-0.090068701,0.67553751,,,,,,,,,,
UBR1,-0.383380481,0.259644392,,,,,,,,,,
UBR2,-0.824732269,0.001567755,,,,,,,,,,
ARHGAP12,-0.523176399,0.198697941,,,,,,,,,,
ADHFE1,2.010759749,1.15E-14,,,,,,,,,,
CHERP,-1.667124672,1.42E-10,,,,,,,,,,
ANKHD1,-1.506223479,1.36E-06,,,,,,,,,,
UEVLD,-1.157506567,2.54E-06,,,,,,,,,,
CD302,0.555617296,0.004911285,,,,,,,,,,
CCAR1,-1.927844009,1.75E-24,,,,,,,,,,
DNAJC10,-1.910345524,3.56E-14,,,,,,,,,,
NELFCD,-0.489331178,0.071105335,,,,,,,,,,
RHOT2,-0.775257628,1.71E-06,,,,,,,,,,
RHOT1,-0.696817539,8.57E-05,,,,,,,,,,
SIRT2,-1.051020408,8.51E-11,,,,,,,,,,
PHC2,1.287765205,4.49E-05,,,,,,,,,,
BAP18,-1.117872297,1.92E-05,,,,,,,,,,
MRPL41,-1.599222065,9.50E-18,,,,,,,,,,
PARP9,-0.431016367,0.025289821,,,,,,,,,,
PALM2,1.20238432,1.75E-09,,,,,,,,,,
PNPLA6,-0.02006466,0.90651664,,,,,,,,,,
DDX60,-1.130824409,0.00166815,,,,,,,,,,
PPAPDC2,-0.607072136,0.020732702,,,,,,,,,,
MICALL2,-0.172206506,0.663911311,,,,,,,,,,
RAVER1,-0.004819155,0.988596025,,,,,,,,,,
FTSJ3,-1.917215599,3.53E-14,,,,,,,,,,
TMEM192,-0.070519297,0.670007882,,,,,,,,,,
SRRM1,-1.554788846,1.97E-13,,,,,,,,,,
SMAP1,-0.795837543,2.93E-05,,,,,,,,,,
DIS3L2,-0.293685593,0.418280882,,,,,,,,,,
SUPV3L1,-1.524742372,5.95E-17,,,,,,,,,,
GSPT2,-0.972590422,0.000195822,,,,,,,,,,
EXOC8,-0.968417862,2.65E-06,,,,,,,,,,
C1orf174,-0.749292786,0.007111623,,,,,,,,,,
TRIM22,-0.576439685,0.022188589,,,,,,,,,,
THNSL1,0.966366943,1.94E-07,,,,,,,,,,
KIAA2013,-0.905112144,0.000435867,,,,,,,,,,
KATNAL2,-0.607617701,6.58E-05,,,,,,,,,,
ANKRD13A,-0.531521519,0.071739723,,,,,,,,,,
PHACTR4,-0.459193777,0.157768465,,,,,,,,,,
TRMT2A,0.752182259,0.032966954,,,,,,,,,,
ELMOD2,-0.393433017,0.001996563,,,,,,,,,,
ALDH16A1,-0.233784603,0.144486259,,,,,,,,,,
KIAA0319L,-0.454687816,0.178720928,,,,,,,,,,
SCYL3,-0.100242473,0.765964047,,,,,,,,,,
XRN1,-0.225995151,0.564210396,,,,,,,,,,
PELP1,-1.600171752,1.86E-06,,,,,,,,,,
ABI1,-1.183471408,1.50E-08,,,,,,,,,,
CMTM8,-0.898787634,1.40E-12,,,,,,,,,,
RDH10,-0.33483532,0.088373695,,,,,,,,,,
FAM185A,0.415780966,0.063577387,,,,,,,,,,
VKORC1L1,0.30370782,0.046253048,,,,,,,,,,
FUK,0.510739543,0.005532371,,,,,,,,,,
CLYBL,1.059911093,8.88E-09,,,,,,,,,,
SPG20,-1.422994544,2.96E-05,,,,,,,,,,
RPTOR,-0.265255607,0.391158705,,,,,,,,,,
FAM177A1,-0.527712669,0.032705634,,,,,,,,,,
CNPY4,-0.542079208,0.013544034,,,,,,,,,,
ORMDL3,0.1178824,0.517913636,,,,,,,,,,
ABCA6,0.425500101,0.032436346,,,,,,,,,,
