node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
HK1,PKM,9606.ENSP00000402103,9606.ENSP00000320171,0,0,0,0,0.161,0.076,0,0.753,0.792
HK1,SLC2A2,9606.ENSP00000402103,9606.ENSP00000323568,0,0,0,0,0.063,0,0,0.464,0.476
HK1,UGP2,9606.ENSP00000402103,9606.ENSP00000338703,0,0,0,0,0.108,0,0,0.56,0.591
HK1,SP100,9606.ENSP00000402103,9606.ENSP00000343023,0,0,0,0,0,0,0,0.456,0.456
HK1,HKDC1,9606.ENSP00000402103,9606.ENSP00000346643,0,0,0.439,0.975,0,0.733,0.8,0.55,0.945
HK1,UBE2I,9606.ENSP00000402103,9606.ENSP00000348056,0,0,0,0,0,0.152,0,0.333,0.41
HK1,PGM1,9606.ENSP00000402103,9606.ENSP00000360124,0,0,0,0,0.11,0,0.9,0.459,0.947
HK1,PFKFB1,9606.ENSP00000402103,9606.ENSP00000364145,0,0,0,0,0.065,0,0.65,0.199,0.715
HK1,PFKP,9606.ENSP00000402103,9606.ENSP00000370517,0,0,0,0,0.127,0.056,0.65,0.812,0.938
HK1,PDCD10,9606.ENSP00000402103,9606.ENSP00000376506,0,0,0,0,0.046,0.442,0,0.048,0.449
HK1,PC,9606.ENSP00000402103,9606.ENSP00000377532,0,0,0,0,0.064,0,0,0.573,0.583
HK1,KLC1,9606.ENSP00000402103,9606.ENSP00000414982,0,0,0,0,0.062,0.057,0,0.541,0.559
HK3,PYGL,9606.ENSP00000292432,9606.ENSP00000216392,0,0,0,0,0.125,0.069,0,0.44,0.504
HK3,IDH3G,9606.ENSP00000292432,9606.ENSP00000217901,0,0,0,0,0.082,0.075,0,0.476,0.516
HK3,KHK,9606.ENSP00000292432,9606.ENSP00000260599,0,0,0,0,0.064,0,0.9,0.066,0.904
HK3,SORD,9606.ENSP00000292432,9606.ENSP00000267814,0,0,0,0,0.077,0,0.9,0.25,0.924
HK3,STAB1,9606.ENSP00000292432,9606.ENSP00000312946,0,0,0,0,0.419,0,0,0.056,0.428
HK3,PC,9606.ENSP00000292432,9606.ENSP00000377532,0,0,0,0,0.064,0,0,0.467,0.479
HK3,VPS28,9606.ENSP00000292432,9606.ENSP00000366565,0,0,0,0,0,0,0,0.496,0.496
HK3,UIMC1,9606.ENSP00000292432,9606.ENSP00000366434,0,0,0,0,0,0,0,0.506,0.506
HK3,UGP2,9606.ENSP00000292432,9606.ENSP00000338703,0,0,0,0,0.108,0,0,0.489,0.525
HK3,IDH3B,9606.ENSP00000292432,9606.ENSP00000370223,0,0,0,0,0.082,0.075,0,0.503,0.541
HK3,PFKFB1,9606.ENSP00000292432,9606.ENSP00000364145,0,0,0,0,0.065,0,0.65,0.083,0.673
HK3,MNDA,9606.ENSP00000292432,9606.ENSP00000357123,0,0,0,0,0.674,0,0,0,0.674
HK3,PKM,9606.ENSP00000292432,9606.ENSP00000320171,0,0,0,0,0.13,0.076,0,0.659,0.702
HK3,PFKP,9606.ENSP00000292432,9606.ENSP00000370517,0,0,0,0,0.094,0.056,0.65,0.746,0.913
HK3,PGM1,9606.ENSP00000292432,9606.ENSP00000360124,0,0,0,0,0.11,0,0.9,0.286,0.93
HK3,HKDC1,9606.ENSP00000292432,9606.ENSP00000346643,0,0,0.411,0.952,0,0.68,0.8,0.233,0.935
HKDC1,PYGL,9606.ENSP00000346643,9606.ENSP00000216392,0,0,0,0,0.125,0.07,0,0.487,0.546
HKDC1,IDH3G,9606.ENSP00000346643,9606.ENSP00000217901,0,0,0,0,0.082,0.075,0,0.452,0.494
HKDC1,KHK,9606.ENSP00000346643,9606.ENSP00000260599,0,0,0,0,0.064,0,0.9,0.06,0.904
HKDC1,SORD,9606.ENSP00000346643,9606.ENSP00000267814,0,0,0,0,0.077,0,0.9,0.25,0.924
HKDC1,PKM,9606.ENSP00000346643,9606.ENSP00000320171,0,0,0,0,0.13,0.076,0,0.686,0.726
HKDC1,SLC2A2,9606.ENSP00000346643,9606.ENSP00000323568,0,0,0,0,0.105,0,0,0.371,0.413
HKDC1,UGP2,9606.ENSP00000346643,9606.ENSP00000338703,0,0,0,0,0.108,0,0,0.547,0.578
HKDC1,OGDHL,9606.ENSP00000346643,9606.ENSP00000363216,0,0,0,0,0.062,0,0,0.412,0.425
HKDC1,PC,9606.ENSP00000346643,9606.ENSP00000377532,0,0,0,0,0.064,0,0,0.466,0.479
HKDC1,IDH3B,9606.ENSP00000346643,9606.ENSP00000370223,0,0,0,0,0.082,0.075,0,0.441,0.484
HKDC1,SUPV3L1,9606.ENSP00000346643,9606.ENSP00000352678,0,0,0,0,0,0,0,0.701,0.701
HKDC1,PFKFB1,9606.ENSP00000346643,9606.ENSP00000364145,0,0,0,0,0.065,0,0.65,0.294,0.748
HKDC1,PFKP,9606.ENSP00000346643,9606.ENSP00000370517,0,0,0,0,0.094,0.056,0.65,0.746,0.913
HKDC1,PGM1,9606.ENSP00000346643,9606.ENSP00000360124,0,0,0,0,0.11,0,0.9,0.442,0.946
HLA-A,OAS3,9606.ENSP00000379873,9606.ENSP00000228928,0,0,0,0,0.076,0,0.9,0.125,0.912
HLA-A,SRSF6,9606.ENSP00000379873,9606.ENSP00000244020,0,0,0,0,0,0,0,0.46,0.459
HLA-A,PVRL2,9606.ENSP00000379873,9606.ENSP00000252483,0,0,0,0,0,0,0,0.413,0.412
HLA-A,HLA-F,9606.ENSP00000379873,9606.ENSP00000259951,0,0,0,0.977,0.112,0.683,0.9,0.764,0.969
HLA-A,WDR11,9606.ENSP00000379873,9606.ENSP00000263461,0,0,0,0,0,0,0,0.557,0.557
HLA-A,VAMP8,9606.ENSP00000379873,9606.ENSP00000263864,0,0,0,0,0.069,0,0.9,0.041,0.902
HLA-A,STAT2,9606.ENSP00000379873,9606.ENSP00000315768,0,0,0,0,0,0,0.9,0.181,0.914
HLA-A,TAP1,9606.ENSP00000379873,9606.ENSP00000346206,0,0,0,0,0.147,0.486,0.9,0.285,0.964
HLA-A,STAT1,9606.ENSP00000379873,9606.ENSP00000354394,0,0,0,0,0.096,0,0.9,0.369,0.937
HLA-A,VPS45,9606.ENSP00000379873,9606.ENSP00000358126,0,0,0,0,0,0,0,0.437,0.437
HLA-A,HOGA1,9606.ENSP00000379873,9606.ENSP00000359680,0,0,0,0,0,0.653,0,0,0.653
HLA-A,IFIT2,9606.ENSP00000379873,9606.ENSP00000360891,0,0,0,0,0.076,0,0.9,0.122,0.911
HLA-A,HLA-DMA,9606.ENSP00000379873,9606.ENSP00000363976,0,0,0,0,0.11,0,0.9,0.679,0.968
HLA-A,TAP2,9606.ENSP00000379873,9606.ENSP00000364034,0,0,0,0,0.158,0.27,0.9,0.242,0.947
HLA-A,HLA-DQB1,9606.ENSP00000379873,9606.ENSP00000364080,0,0,0,0.623,0.085,0,0.72,0.865,0.819
HLA-A,HLA-C,9606.ENSP00000379873,9606.ENSP00000365402,0,0,0,0.98,0.394,0.419,0.9,0.915,0.962
HLA-A,MME,9606.ENSP00000379873,9606.ENSP00000418525,0,0,0,0,0,0.41,0,0.233,0.528
HLA-A,SPG20,9606.ENSP00000379873,9606.ENSP00000414147,0,0,0,0,0,0,0,0.556,0.556
HLA-A,LILRB5,9606.ENSP00000379873,9606.ENSP00000406478,0,0,0,0,0,0.066,0.6,0.103,0.635
HLA-A,SHC1,9606.ENSP00000379873,9606.ENSP00000401303,0,0,0,0,0,0,0.9,0,0.9
HLA-A,IRF3,9606.ENSP00000379873,9606.ENSP00000471896,0,0,0,0,0,0,0.9,0.167,0.913
HLA-A,IFITM3,9606.ENSP00000379873,9606.ENSP00000382707,0,0,0,0,0.076,0,0.9,0.148,0.914
HLA-A,MX1,9606.ENSP00000379873,9606.ENSP00000381601,0,0,0,0,0.084,0,0.9,0.201,0.92
HLA-A,TAPBP,9606.ENSP00000379873,9606.ENSP00000404833,0,0,0,0,0.128,0.966,0.9,0.7,0.999
HLA-C,OAS3,9606.ENSP00000365402,9606.ENSP00000228928,0,0,0,0,0.083,0,0.9,0.181,0.918
HLA-C,PVRL2,9606.ENSP00000365402,9606.ENSP00000252483,0,0,0,0,0,0,0,0.408,0.408
HLA-C,HLA-F,9606.ENSP00000365402,9606.ENSP00000259951,0,0,0,0.974,0.137,0.658,0.9,0.739,0.968
HLA-C,VAMP8,9606.ENSP00000365402,9606.ENSP00000263864,0,0,0,0,0.087,0,0.9,0.048,0.905
HLA-C,STAT2,9606.ENSP00000365402,9606.ENSP00000315768,0,0,0,0,0,0,0.9,0.166,0.913
HLA-C,TAP1,9606.ENSP00000365402,9606.ENSP00000346206,0,0,0,0,0.173,0,0.6,0.185,0.707
HLA-C,STAT1,9606.ENSP00000365402,9606.ENSP00000354394,0,0,0,0,0.106,0,0.9,0.314,0.933
HLA-C,IFIT2,9606.ENSP00000365402,9606.ENSP00000360891,0,0,0,0,0.083,0,0.9,0.075,0.907
HLA-C,HLA-DMA,9606.ENSP00000365402,9606.ENSP00000363976,0,0,0,0,0.126,0,0.9,0.638,0.965
HLA-C,TAP2,9606.ENSP00000365402,9606.ENSP00000364034,0,0,0,0,0.198,0.27,0.6,0.137,0.771
HLA-C,HLA-DQB1,9606.ENSP00000365402,9606.ENSP00000364080,0,0,0,0.614,0.088,0,0.72,0.851,0.82
HLA-C,LILRB5,9606.ENSP00000365402,9606.ENSP00000406478,0,0,0,0,0,0.066,0.6,0.139,0.65
HLA-C,ITGA6,9606.ENSP00000365402,9606.ENSP00000386896,0,0,0,0,0,0.665,0,0.06,0.671
HLA-C,SPG20,9606.ENSP00000365402,9606.ENSP00000414147,0,0,0,0,0,0,0,0.884,0.884
HLA-C,IRF3,9606.ENSP00000365402,9606.ENSP00000471896,0,0,0,0,0.062,0,0.9,0.094,0.907
HLA-C,IFITM3,9606.ENSP00000365402,9606.ENSP00000382707,0,0,0,0,0.078,0,0.9,0.134,0.913
HLA-C,MX1,9606.ENSP00000365402,9606.ENSP00000381601,0,0,0,0,0.085,0,0.9,0.211,0.921
HLA-C,TAPBP,9606.ENSP00000365402,9606.ENSP00000404833,0,0,0,0,0.129,0.226,0.8,0.625,0.942
HLA-DMA,HLA-F,9606.ENSP00000363976,9606.ENSP00000259951,0,0,0,0,0.11,0,0.9,0.673,0.968
HLA-DMA,MTSS1,9606.ENSP00000363976,9606.ENSP00000322804,0,0,0,0,0,0,0,0.441,0.441
HLA-DMA,MTSS1L,9606.ENSP00000363976,9606.ENSP00000341171,0,0,0,0,0,0,0,0.673,0.673
HLA-DMA,TAPBP,9606.ENSP00000363976,9606.ENSP00000404833,0,0,0,0,0.087,0.122,0,0.595,0.647
HLA-DMA,IFI30,9606.ENSP00000363976,9606.ENSP00000384886,0,0,0,0,0.179,0,0,0.603,0.66
HLA-DMA,HLA-DQB1,9606.ENSP00000363976,9606.ENSP00000364080,0,0,0,0,0.341,0.212,0.72,0.695,0.949
HLA-DQB1,HLA-F,9606.ENSP00000364080,9606.ENSP00000259951,0,0,0,0.612,0.145,0,0.72,0.528,0.799
HLA-DQB1,WDR11,9606.ENSP00000364080,9606.ENSP00000263461,0,0,0,0,0,0,0,0.503,0.503
HLA-DQB1,TAP1,9606.ENSP00000364080,9606.ENSP00000346206,0,0.001,0,0,0.109,0,0,0.427,0.468
HLA-DQB1,TAP2,9606.ENSP00000364080,9606.ENSP00000364034,0,0.015,0,0,0.064,0,0,0.392,0.407
HLA-F,OAS3,9606.ENSP00000259951,9606.ENSP00000228928,0,0,0,0,0.076,0,0.9,0.071,0.906
HLA-F,LILRB5,9606.ENSP00000259951,9606.ENSP00000406478,0,0,0,0,0.069,0.066,0.6,0.208,0.687
HLA-F,TAP2,9606.ENSP00000259951,9606.ENSP00000364034,0,0,0,0,0.097,0,0.6,0.28,0.717
HLA-F,TAP1,9606.ENSP00000259951,9606.ENSP00000346206,0,0,0,0,0.129,0.213,0.6,0.216,0.756
HLA-F,IRF3,9606.ENSP00000259951,9606.ENSP00000471896,0,0,0,0,0,0,0.9,0.06,0.901
HLA-F,VAMP8,9606.ENSP00000259951,9606.ENSP00000263864,0,0,0,0,0.062,0,0.9,0.041,0.902
HLA-F,STAT2,9606.ENSP00000259951,9606.ENSP00000315768,0,0,0,0,0,0,0.9,0.095,0.905
HLA-F,IFITM3,9606.ENSP00000259951,9606.ENSP00000382707,0,0,0,0,0,0,0.9,0.131,0.909
HLA-F,TAPBP,9606.ENSP00000259951,9606.ENSP00000404833,0,0,0,0,0.097,0.058,0.8,0.549,0.913
HLA-F,IFIT2,9606.ENSP00000259951,9606.ENSP00000360891,0,0,0,0,0.083,0,0.9,0.15,0.915
HLA-F,MX1,9606.ENSP00000259951,9606.ENSP00000381601,0,0,0,0,0.117,0,0.9,0.133,0.916
HLA-F,STAT1,9606.ENSP00000259951,9606.ENSP00000354394,0,0,0,0,0.062,0,0.9,0.247,0.923
HM13,PSME3,9606.ENSP00000381237,9606.ENSP00000293362,0,0,0,0,0.479,0,0,0.114,0.518
HM13,NCSTN,9606.ENSP00000381237,9606.ENSP00000294785,0,0,0,0,0.064,0,0,0.841,0.846
HM13,SEL1L,9606.ENSP00000381237,9606.ENSP00000337053,0,0,0,0,0.053,0,0.72,0.406,0.828
HM13,SYVN1,9606.ENSP00000381237,9606.ENSP00000366395,0,0,0,0,0.063,0,0.72,0.266,0.79
HMGA1,LMNB1,9606.ENSP00000399888,9606.ENSP00000261366,0,0,0,0,0.223,0,0.9,0.091,0.923
HMGA1,SQLE,9606.ENSP00000399888,9606.ENSP00000265896,0,0,0,0,0.076,0,0,0.603,0.617
HMGA1,HMGB2,9606.ENSP00000399888,9606.ENSP00000296503,0,0,0,0,0.119,0.297,0,0.652,0.766
HMGA1,NPM1,9606.ENSP00000399888,9606.ENSP00000296930,0,0,0,0,0.108,0.486,0,0.344,0.673
HMGA1,INSR,9606.ENSP00000399888,9606.ENSP00000303830,0,0,0,0,0,0,0,0.411,0.411
HMGA1,SMARCE1,9606.ENSP00000399888,9606.ENSP00000323967,0,0,0,0,0.11,0,0,0.536,0.569
HMGA1,LBR,9606.ENSP00000399888,9606.ENSP00000339883,0,0,0,0,0.069,0,0,0.499,0.513
HMGA1,UBE2I,9606.ENSP00000399888,9606.ENSP00000348056,0,0,0,0,0.076,0.27,0,0.471,0.612
HMGA1,MATR3,9606.ENSP00000399888,9606.ENSP00000354346,0,0,0,0,0,0,0,0.539,0.539
HMGA1,PARP1,9606.ENSP00000399888,9606.ENSP00000355759,0,0,0,0,0.084,0.487,0,0.079,0.529
HMGA1,PMVK,9606.ENSP00000399888,9606.ENSP00000357452,0,0,0,0,0,0,0,0.804,0.804
HMGA1,ZRANB2,9606.ENSP00000399888,9606.ENSP00000359958,0,0,0,0,0,0,0,0.481,0.481
HMGA1,IDI1,9606.ENSP00000399888,9606.ENSP00000370748,0,0,0,0,0,0,0,0.6,0.6
HMGA1,MVK,9606.ENSP00000399888,9606.ENSP00000443551,0,0,0,0,0,0,0,0.754,0.754
HMGB2,SUPT16H,9606.ENSP00000296503,9606.ENSP00000216297,0,0,0,0,0.212,0.774,0,0.253,0.855
HMGB2,MSH2,9606.ENSP00000296503,9606.ENSP00000233146,0,0,0,0,0.397,0.069,0,0.127,0.467
HMGB2,MCM4,9606.ENSP00000296503,9606.ENSP00000262105,0,0,0,0,0.377,0.059,0,0.067,0.405
HMGB2,MCM6,9606.ENSP00000296503,9606.ENSP00000264156,0,0,0,0,0.421,0.056,0,0.053,0.437
HMGB2,MCM2,9606.ENSP00000296503,9606.ENSP00000265056,0,0,0,0,0.416,0.056,0,0.067,0.44
HMGB2,PRPF6,9606.ENSP00000296503,9606.ENSP00000266079,0,0,0,0,0.069,0,0,0.393,0.411
HMGB2,SSRP1,9606.ENSP00000296503,9606.ENSP00000278412,0,0,0,0.719,0.186,0.748,0,0.275,0.801
HMGB2,PTMA,9606.ENSP00000296503,9606.ENSP00000344547,0,0,0,0,0.248,0,0,0.24,0.405
HMGB2,IRF3,9606.ENSP00000296503,9606.ENSP00000471896,0,0,0,0,0,0,0,0.413,0.412
HMGB2,MCM3,9606.ENSP00000296503,9606.ENSP00000480987,0,0,0,0,0.392,0.056,0,0.078,0.425
HMGB2,HSPA1A,9606.ENSP00000296503,9606.ENSP00000364802,0,0,0,0,0,0.233,0,0.302,0.441
HMGB2,TCEA1,9606.ENSP00000296503,9606.ENSP00000428426,0,0,0,0,0.081,0.057,0,0.411,0.445
HMGB2,PCNA,9606.ENSP00000296503,9606.ENSP00000368458,0,0,0,0,0.561,0,0,0,0.561
HMGB2,RFC4,9606.ENSP00000296503,9606.ENSP00000376272,0,0,0,0,0.552,0.175,0,0.058,0.622
HMGB2,NCL,9606.ENSP00000296503,9606.ENSP00000318195,0,0,0,0,0.14,0.06,0,0.614,0.661
HMGB2,SYVN1,9606.ENSP00000296503,9606.ENSP00000366395,0,0,0,0,0.062,0,0,0.692,0.699
HMGB2,SET,9606.ENSP00000296503,9606.ENSP00000361777,0,0,0,0,0.205,0.27,0.9,0.542,0.969
HMGB3,SUPT16H,9606.ENSP00000359393,9606.ENSP00000216297,0,0,0,0,0.192,0.721,0,0.582,0.897
HMGB3,SDCBP,9606.ENSP00000359393,9606.ENSP00000260130,0,0,0,0,0,0.41,0,0,0.41
HMGB3,MCM6,9606.ENSP00000359393,9606.ENSP00000264156,0,0,0,0,0.147,0.056,0,0.34,0.423
HMGB3,SSRP1,9606.ENSP00000359393,9606.ENSP00000278412,0,0,0,0.713,0.151,0.689,0,0.742,0.782
HMGB3,SMARCA4,9606.ENSP00000359393,9606.ENSP00000395654,0,0,0,0,0.081,0.247,0,0.218,0.411
HMGB3,RFC4,9606.ENSP00000359393,9606.ENSP00000376272,0,0,0,0,0.137,0.175,0,0.252,0.421
HMGB3,TCEA1,9606.ENSP00000359393,9606.ENSP00000428426,0,0,0,0,0.063,0.057,0,0.446,0.468
HMGB3,PSIP1,9606.ENSP00000359393,9606.ENSP00000370109,0,0,0,0,0.062,0.395,0,0.165,0.485
HMGB3,IRF3,9606.ENSP00000359393,9606.ENSP00000471896,0,0,0,0,0,0,0,0.54,0.54
HMGCL,IDH3G,9606.ENSP00000363614,9606.ENSP00000217901,0.135,0,0,0,0.361,0.061,0,0.336,0.609
HMGCL,PEX11G,9606.ENSP00000363614,9606.ENSP00000221480,0,0,0,0,0.365,0,0,0.123,0.419
HMGCL,PEX16,9606.ENSP00000363614,9606.ENSP00000241041,0,0,0,0,0.459,0,0,0.042,0.46
HMGCL,MCEE,9606.ENSP00000363614,9606.ENSP00000244217,0.075,0,0,0,0.062,0.058,0,0.381,0.426
HMGCL,MLYCD,9606.ENSP00000363614,9606.ENSP00000262430,0.052,0,0,0,0.077,0,0.9,0.196,0.92
HMGCL,IDE,9606.ENSP00000363614,9606.ENSP00000265986,0,0,0,0,0.062,0,0.9,0,0.902
HMGCL,SLC27A2,9606.ENSP00000363614,9606.ENSP00000267842,0,0,0,0,0.064,0,0.9,0.264,0.925
HMGCL,PIPOX,9606.ENSP00000363614,9606.ENSP00000317721,0,0,0,0,0.063,0,0.9,0.071,0.905
HMGCL,PCK1,9606.ENSP00000363614,9606.ENSP00000319814,0,0,0,0,0.075,0,0,0.405,0.426
HMGCL,SLC25A20,9606.ENSP00000363614,9606.ENSP00000326305,0,0,0,0,0.217,0,0,0.492,0.585
HMGCL,OAT,9606.ENSP00000363614,9606.ENSP00000357838,0.209,0,0,0,0.137,0.056,0,0.209,0.422
HMGCL,PEX11B,9606.ENSP00000363614,9606.ENSP00000358312,0,0,0,0,0.376,0,0,0.111,0.422
HMGCL,HMGCS2,9606.ENSP00000363614,9606.ENSP00000358414,0,0,0,0,0.062,0,0.9,0.734,0.972
HMGCL,PHGDH,9606.ENSP00000363614,9606.ENSP00000358417,0.12,0,0,0,0.063,0,0,0.443,0.501
HMGCL,SCP2,9606.ENSP00000363614,9606.ENSP00000360569,0,0,0,0,0.119,0,0.9,0.293,0.932
HMGCL,PC,9606.ENSP00000363614,9606.ENSP00000377532,0.113,0.013,0,0,0.063,0,0,0.346,0.409
HMGCL,VARS,9606.ENSP00000363614,9606.ENSP00000364815,0.22,0,0,0,0.062,0,0,0.303,0.445
HMGCL,IDI1,9606.ENSP00000363614,9606.ENSP00000370748,0,0,0,0,0,0,0,0.5,0.5
HMGCL,MVK,9606.ENSP00000363614,9606.ENSP00000443551,0,0,0,0,0.062,0,0,0.496,0.507
HMGCL,IDH3B,9606.ENSP00000363614,9606.ENSP00000370223,0.135,0,0,0,0.361,0.061,0,0.317,0.598
HMGCL,PCCA,9606.ENSP00000363614,9606.ENSP00000365462,0.167,0.073,0,0,0.089,0,0,0.517,0.615
HMGCS2,PCK2,9606.ENSP00000358414,9606.ENSP00000216780,0,0,0,0,0.106,0,0,0.428,0.467
HMGCS2,PTGIS,9606.ENSP00000358414,9606.ENSP00000244043,0.05,0,0,0,0.185,0.06,0,0.284,0.409
HMGCS2,SIRT2,9606.ENSP00000358414,9606.ENSP00000249396,0,0,0,0,0,0,0,0.402,0.402
HMGCS2,MLYCD,9606.ENSP00000358414,9606.ENSP00000262430,0,0,0,0,0.062,0,0,0.456,0.467
HMGCS2,SQLE,9606.ENSP00000358414,9606.ENSP00000265896,0,0,0,0,0.541,0,0,0.71,0.861
HMGCS2,SLC27A2,9606.ENSP00000358414,9606.ENSP00000267842,0,0,0,0,0.087,0,0,0.437,0.464
HMGCS2,HPD,9606.ENSP00000358414,9606.ENSP00000289004,0,0,0,0,0.123,0.609,0,0.062,0.65
HMGCS2,PCK1,9606.ENSP00000358414,9606.ENSP00000319814,0,0,0,0,0.184,0,0,0.602,0.661
HMGCS2,SLC2A2,9606.ENSP00000358414,9606.ENSP00000323568,0,0,0,0,0.328,0,0,0.194,0.436
HMGCS2,SLC25A20,9606.ENSP00000358414,9606.ENSP00000326305,0,0,0,0,0.062,0,0,0.417,0.43
HMGCS2,LBR,9606.ENSP00000358414,9606.ENSP00000339883,0,0,0,0,0.118,0,0,0.358,0.409
HMGCS2,PMVK,9606.ENSP00000358414,9606.ENSP00000357452,0,0,0,0,0.08,0,0,0.483,0.504
HMGCS2,UROC1,9606.ENSP00000358414,9606.ENSP00000373073,0,0,0,0,0.124,0,0,0.351,0.407
HMGCS2,MAT1A,9606.ENSP00000358414,9606.ENSP00000361287,0,0,0,0,0.15,0.148,0,0.287,0.439
HMGCS2,PCCA,9606.ENSP00000358414,9606.ENSP00000365462,0,0,0,0,0.062,0,0,0.442,0.454
HMGCS2,SCD,9606.ENSP00000358414,9606.ENSP00000359380,0,0,0,0,0.062,0,0,0.443,0.455
HMGCS2,XPNPEP2,9606.ENSP00000358414,9606.ENSP00000360147,0.07,0,0,0,0.53,0,0,0.053,0.55
HMGCS2,IDI1,9606.ENSP00000358414,9606.ENSP00000370748,0.144,0,0,0,0.452,0,0,0.649,0.821
HMGCS2,MVK,9606.ENSP00000358414,9606.ENSP00000443551,0.219,0,0.253,0,0.178,0,0,0.683,0.827
HMGCS2,TBL1XR1,9606.ENSP00000358414,9606.ENSP00000405574,0,0,0,0,0,0,0.9,0.066,0.902
HMHA1,PPP1R18,9606.ENSP00000439601,9606.ENSP00000274853,0,0,0,0,0.065,0,0,0.408,0.423
HMHA1,MYOF,9606.ENSP00000439601,9606.ENSP00000352208,0,0,0,0,0.06,0,0,0.439,0.45
HMOX1,OCLN,9606.ENSP00000216117,9606.ENSP00000347379,0,0,0,0,0,0,0,0.406,0.406
HMOX1,TJP1,9606.ENSP00000216117,9606.ENSP00000281537,0,0,0,0,0,0,0,0.409,0.408
HMOX1,SIRT2,9606.ENSP00000216117,9606.ENSP00000249396,0,0,0,0,0,0,0,0.419,0.419
HMOX1,RBX1,9606.ENSP00000216117,9606.ENSP00000216225,0,0,0,0,0,0,0,0.421,0.421
HMOX1,PRKCD,9606.ENSP00000216117,9606.ENSP00000378217,0,0,0,0,0.069,0.058,0,0.405,0.432
HMOX1,MRC1,9606.ENSP00000216117,9606.ENSP00000455897,0,0,0,0,0.062,0,0,0.422,0.434
HMOX1,YME1L1,9606.ENSP00000216117,9606.ENSP00000318480,0,0,0,0,0.062,0,0,0.427,0.439
HMOX1,MT2A,9606.ENSP00000216117,9606.ENSP00000245185,0,0,0,0,0.061,0,0,0.433,0.445
HMOX1,PECAM1,9606.ENSP00000216117,9606.ENSP00000457421,0,0,0,0,0,0,0,0.451,0.451
HMOX1,STAT1,9606.ENSP00000216117,9606.ENSP00000354394,0,0,0,0,0,0,0,0.455,0.455
HMOX1,IL18,9606.ENSP00000216117,9606.ENSP00000280357,0,0,0,0,0,0,0,0.456,0.456
HMOX1,MTOR,9606.ENSP00000216117,9606.ENSP00000354558,0,0,0,0,0,0,0,0.46,0.459
HMOX1,LMNB1,9606.ENSP00000216117,9606.ENSP00000261366,0,0,0,0,0,0,0,0.49,0.49
HMOX1,UGT1A1,9606.ENSP00000216117,9606.ENSP00000362549,0,0,0,0,0,0,0,0.506,0.506
HMOX1,TFRC,9606.ENSP00000216117,9606.ENSP00000353224,0,0,0,0,0,0,0,0.509,0.509
HMOX1,IRF3,9606.ENSP00000216117,9606.ENSP00000471896,0,0,0,0,0,0,0,0.51,0.51
HMOX1,UGT1A6,9606.ENSP00000216117,9606.ENSP00000303174,0,0,0,0,0,0,0,0.513,0.513
HMOX1,HSPB1,9606.ENSP00000216117,9606.ENSP00000248553,0,0,0,0,0.062,0,0,0.509,0.519
HMOX1,HSPA1A,9606.ENSP00000216117,9606.ENSP00000364802,0,0,0,0,0,0,0,0.523,0.523
HMOX1,SLC40A1,9606.ENSP00000216117,9606.ENSP00000261024,0,0,0,0,0.063,0,0,0.535,0.546
HMOX1,PPOX,9606.ENSP00000216117,9606.ENSP00000356978,0,0,0,0,0.063,0,0,0.564,0.574
HMOX1,NQO2,9606.ENSP00000216117,9606.ENSP00000369822,0,0,0,0,0,0,0,0.593,0.593
HMOX1,SGTA,9606.ENSP00000216117,9606.ENSP00000221566,0,0,0,0,0,0,0.6,0,0.6
HMOX1,MAPK3,9606.ENSP00000216117,9606.ENSP00000263025,0,0,0,0,0,0,0,0.611,0.611
HMOX1,VCAM1,9606.ENSP00000216117,9606.ENSP00000294728,0,0,0,0,0.062,0,0,0.616,0.624
HMOX1,MMP9,9606.ENSP00000216117,9606.ENSP00000361405,0,0,0,0,0.088,0,0,0.619,0.637
HMOX1,SQSTM1,9606.ENSP00000216117,9606.ENSP00000374455,0,0,0,0,0.076,0.27,0,0.509,0.639
HMOX1,SLC46A1,9606.ENSP00000216117,9606.ENSP00000480703,0,0,0,0,0,0,0,0.647,0.647
HMOX1,MPO,9606.ENSP00000216117,9606.ENSP00000225275,0,0,0,0,0,0,0,0.652,0.652
HMOX1,HSPA4,9606.ENSP00000216117,9606.ENSP00000302961,0,0,0,0,0,0,0,0.684,0.684
HMOX1,NOS3,9606.ENSP00000216117,9606.ENSP00000297494,0,0,0,0,0,0.177,0,0.752,0.787
HMOX1,STX5,9606.ENSP00000216117,9606.ENSP00000294179,0,0,0,0,0,0,0.9,0,0.9
HMOX1,MAPK14,9606.ENSP00000216117,9606.ENSP00000229795,0,0,0,0,0,0,0.9,0.407,0.938
HNRNPA0,RBM22,9606.ENSP00000316042,9606.ENSP00000199814,0,0,0,0,0.055,0.267,0,0.213,0.407
HNRNPA0,SF3A1,9606.ENSP00000316042,9606.ENSP00000215793,0,0,0,0,0.128,0.316,0,0.196,0.478
HNRNPA0,SNRPD3,9606.ENSP00000316042,9606.ENSP00000215829,0,0,0,0,0.619,0.344,0,0.138,0.765
HNRNPA0,PHF5A,9606.ENSP00000316042,9606.ENSP00000216252,0,0,0,0,0.302,0.253,0,0.101,0.49
