DrugID,Indication
DB09136,"Isosulfan Blue is a synthetic visual lymphatic imaging agent. Isosulfan blue upon subcutaneous administration, delineates the lymphatic vessels draining the region of injection. It is an adjunct to lymphography in: primary and secondary lymphedema of the extremities; chyluria, chylous ascites or chylothorax; lymph node involvement by primary or secondary neoplasm; lymph node response to therapeutic modalities. "
DB09137,Technetium Tc 99m Mebrofenin is indicated as a hepatobiliary imaging agent.
DB09138,Technetium Tc 99m Medronate is indicated for use as a bone imaging agent to delineate areas of altered osteogenesis.
DB09139,"Technetium Tc-99m oxidronate is indicated in adult and pediatric patients to be used in skeletal imaging for diagnosis of areas that can present altered osteogenesis. When administered intravenously, it is able to generate a clear image of the bones which allows the physician to diagnose any bone problem.[L1141] It is important to point out that this drug has to be manipulated only under the service of a nuclear specialist.[L1140] The approved indications for a bone scan are 1) visualization of tumor metastasis in bone, 2) osteomyelitis, 3) fracture, 4) stress fracture, 5) avascular necrosis, 6) osteoporosis and 7) prosthetic joint evaluation. From all the major indications, the detection of a metastatic disease is the most common because it presents a 95% of sensitivity and lesion detection can be done 6 months earlier than with X-ray studies.[L1139]"
DB09140,"Oxygen therapy in clinical settings is used across diverse specialties, including various types of anoxia, hypoxia or dyspnea and any other disease states and conditions that reduce the efficiency of gas exchange and oxygen consumption such as respiratory illnesses, trauma, poisonings and drug overdoses. Oxygen therapy tries to achieve hyperoxia [L745] to reduce the extent of hypoxia-induced tissue damage and malfunction. "
DB09141,"Protamine sulfate is indicated for counteracting or reversing the anticoagulant effect of heparin as necessary [F3559, F3562, L5371, L5443]. Such reversal may, for example, be required often before surgery; after renal hemodialysis; post open heart surgery; whenever excessive bleeding results from heparin use; and/or for the treatment of heparin overdosage, among other similar or related circumstances [F3559, F3562, L5371, L5443]."
DB09142,"As the product Kinevac (FDA), sincalide is used for the following indications: 1) to stimulate gallbladder contraction, as may be assessed by various methods of diagnostic imaging, or to obtain by duodenal aspiration a sample of concentrated bile for analysis of cholesterol, bile salts, phospholipids, and crystals; (2) to stimulate pancreatic secretion (especially in conjunction with secretin) prior to obtaining a duodenal aspirate for analysis of enzyme activity, composition, and cytology; (3) to accelerate the transit of a barium meal through the small bowel, thereby decreasing the time and extent of radiation associated with fluoroscopy and x-ray examination of the intestinal tract."
DB09143,Sonidegib is approved for use in the US and EU for treatment of adults with locally advanced basal cell carcinoma (BCC) that has recurred post surgery or radiation therapy.  It is also approved for adult patients with BCC who are not eligible for surgery or radiation therapy. (2)
DB09144,"Marketed as the product Xuriden (FDA), uridine triacetate is indicated for the treatment of hereditary orotic aciduria.
Marketed as the product Vistogard (FDA), uridine triacetate is indicated for the emergency treatment of adult and pediatric patients in the following situations: following a fluorouracil or capecitabine overdose regardless of the presence of symptoms; or who exhibit early-onset, severe or life-threatening toxicity affecting the cardiac or central nervous system, and/or early-onset, unusually severe adverse reactions (e.g., gastrointestinal toxicity and/or neutropenia) within 96 hours following the end of fluorouracil or capecitabine administration. "
DB09145,"For diluting or dissolving drugs for intravenous, intramuscular or subcutaneous injection, according to instructions of the manufacturer of the drug to be administered [FDA Label]."
DB09146,Iron sucrose is elemental iron as an injection. It replenishes body iron stores in patients with iron deficiency.
DB09147,"Ferric pyrophosphate is intended to be indicated for the treatment of iron loss or iron deficiency as a formulation with a milder gastrointestinal effect.[L1423, L1433] 
Iron deficiency appears when the dietary intake does not meet the body's requirement or when there is chronic external blood loss. During acute blood loss, body iron stores are sufficient for accelerated erythropoiesis and restoration of iron homeostasis. But when the altered homeostasis remains for weeks to months then some supplement is needed. Some causes of iron deficiency include ectoparasitism, endoparasitism, hematuria, epistaxis, hemorrhagic skin, coagulopathy, thrombocytopenia, thrombocytopathia and gastrointestinal hemorrhage.[A31984]"
DB09148,Florbetaben is a radioactive diagnostic agent indicated for Positron Emission Tomography (PET) imaging of the brain to estimate β-amyloid neuritic plaque density in adult patients with cognitive impairment who are being evaluated for Alzheimer’s Disease (AD) and other causes of cognitive decline.
DB09149,Florbetapir 18F is indicated for Positron Emission Tomography (PET) imaging of the brain to estimate β-amyloid neuritic plaque density in adult patients with cognitive impairment who are being evaluated for Alzheimer's Disease (AD) and other causes of cognitive decline.
DB09151,Flutemetamol F18 is indicated for Positron Emission Tomography (PET) imaging of the brain to estimate β amyloid neuritic plaque density in adult patients with cognitive impairment who are being evaluated for Alzheimer's disease (AD) or other causes of cognitive decline. 
DB09152,Liquid nitrogen is used mainly as a cryogenic agent for the treatment of various benign and malignant skin lesions. 
DB09153,"This intravenous solution is indicated for use in adults and pediatric patients as a source of electrolytes and water for hydration. Also, designed for use as a diluent and delivery system for intermittent intravenous administration of compatible drug additives. "
DB09154,Used as an anticoagulant during plasmophoresis as well as a neutralizing agent in the treatment of upset stomach and acidic urine [FDA Label] [L788] [L789].
DB09155,"For use in patients who are not getting enough oxygen into their blood due to blockages in the lungs from pathological conditions or injuries. Suggested potential benefit in upper airway obstruction, in severe asthma, and in exacerbations of COPD/COLD. Helium may be used in place of carbon monoxide during laparoscopic surgeries as it lowers the risk of developing respiratory acidosis in selected patients. "
DB09156,"Iopromide, as the product Iovist, is indicated for use as an X-ray contrast agent in the following procedures:
Intra-arterial digital subtraction angiography (IA-DSA) (150 mg I/mL) 
Cerebral arteriography and peripheral arteriography (300 mg I/mL) 
Coronary arteriography and left ventriculography, visceral angiography and aortography (370 mg I/mL) 
Peripheral venography (240 mg I/mL) 
Excretory urography (300 mg I/mL)
Contrast computed tomography (CT) imaging of head and body (300 mg I/mL and 370 mg I/mL) "
